id_x,sat_em_g,mr (emu/g),coer_oe,Synthesis
790,37.8,,15500.0,"The synthesis was carried out using standard airless procedures and commercially available reagents: 1-octadecene (ODE, 90%), docosane (DCE, 99%), ethanol (EtOH, > 99.8%), hexane (Hx, > 95%), oleic acid (OA, 90%), sodium oleate (NaOl, > 97.0%), iron(III) chloride hexahydrate (FeCl3ï¿½6H2O, > 98%), cobalt(II) chloride hexahydrate (CoCl2ï¿½6H2O, > 98%). All starting materials were purchased from Sigma-Aldrich, except sodium oleate, which was acquired from TCI America, and used without further purification. Monodisperse spherical NPs were synthesized through thermal decomposition of mixed metal-oleate complex in high-boiling solvent containing oleic acid as stabilizing surfactant. The mixed metal (Co2+Fe3+)-oleate was prepared mixing 4 mmol of FeCl3ï¿½6H2O, 2 mmol of CoCl2ï¿½6H2O, 16 mmol of sodium oleate (NaOl), 10 mL of H2O, 10 mL of ethanol, and 20 mL of hexane; then the mixture was refluxed for 4 h. After removal of the aqueous phase, the organic one was heated to 90 ï¿½C under vacuum to remove residual hexane and ethanol. Sample has been dispersed in 1-octadecene and heated up to 300 ï¿½C under a constant air bubbling for 5 min to completely oxidize structure."
791,37.8,,15200.0,"The synthesis was carried out using standard airless procedures and commercially available reagents: 1-octadecene (ODE, 90%), docosane (DCE, 99%), ethanol (EtOH, > 99.8%), hexane (Hx, > 95%), oleic acid (OA, 90%), sodium oleate (NaOl, > 97.0%), iron(III) chloride hexahydrate (FeCl3ï¿½6H2O, > 98%), cobalt(II) chloride hexahydrate (CoCl2ï¿½6H2O, > 98%). All starting materials were purchased from Sigma-Aldrich, except sodium oleate, which was acquired from TCI America, and used without further purification. Monodisperse spherical NPs were synthesized through thermal decomposition of mixed metal-oleate complex in high-boiling solvent containing oleic acid as stabilizing surfactant. The mixed metal (Co2+Fe3+)-oleate was prepared mixing 4 mmol of FeCl3ï¿½6H2O, 2 mmol of CoCl2ï¿½6H2O, 16 mmol of sodium oleate (NaOl), 10 mL of H2O, 10 mL of ethanol, and 20 mL of hexane; then the mixture was refluxed for 4 h. After removal of the aqueous phase, the organic one was heated to 90 ï¿½C under vacuum to remove residual hexane and ethanol. Sample has been dispersed in 1-octadecene and heated up to 300 ï¿½C under a constant air bubbling for15 min  to completely oxidize the structure."
792,18.9,,13000.0,"The synthesis was carried out using standard airless procedures and commercially available reagents: 1-octadecene (ODE, 90%), docosane (DCE, 99%), ethanol (EtOH, > 99.8%), hexane (Hx, > 95%), oleic acid (OA, 90%), sodium oleate (NaOl, > 97.0%), iron(III) chloride hexahydrate (FeCl3ï¿½6H2O, > 98%), cobalt(II) chloride hexahydrate (CoCl2ï¿½6H2O, > 98%). All starting materials were purchased from Sigma-Aldrich, except sodium oleate, which was acquired from TCI America, and used without further purification. Monodisperse spherical NPs were synthesized through thermal decomposition of mixed metal-oleate complex in high-boiling solvent containing oleic acid as stabilizing surfactant. The mixed metal (Co2+Fe3+)-oleate was prepared mixing 4 mmol of FeCl3ï¿½6H2O, 2 mmol of CoCl2ï¿½6H2O, 16 mmol of sodium oleate (NaOl), 10 mL of H2O, 10 mL of ethanol, and 20 mL of hexane; then the mixture was refluxed for 4 h. After removal of the aqueous phase, the organic one was heated to 90 ï¿½C under vacuum to remove residual hexane and ethanol."
793,37.8,,15500.0,"The synthesis was carried out using standard airless procedures and commercially available reagents: 1-octadecene (ODE, 90%), docosane (DCE, 99%), ethanol (EtOH, > 99.8%), hexane (Hx, > 95%), oleic acid (OA, 90%), sodium oleate (NaOl, > 97.0%), iron(III) chloride hexahydrate (FeCl3ï¿½6H2O, > 98%), cobalt(II) chloride hexahydrate (CoCl2ï¿½6H2O, > 98%). All starting materials were purchased from Sigma-Aldrich, except sodium oleate, which was acquired from TCI America, and used without further purification. Monodisperse spherical NPs were synthesized through thermal decomposition of mixed metal-oleate complex in high-boiling solvent containing oleic acid as stabilizing surfactant. The mixed metal (Co2+Fe3+)-oleate was prepared mixing 4 mmol of FeCl3ï¿½6H2O, 2 mmol of CoCl2ï¿½6H2O, 16 mmol of sodium oleate (NaOl), 10 mL of H2O, 10 mL of ethanol, and 20 mL of hexane; then the mixture was refluxed for 4 h. After removal of the aqueous phase, the organic one was heated to 90 ï¿½C under vacuum to remove residual hexane and ethanol. Sample has been dispersed in 1-octadecene and heated up to 300 ï¿½C under a constant air bubbling for 5 min to completely oxidize structure."
794,37.8,,15200.0,"The synthesis was carried out using standard airless procedures and commercially available reagents: 1-octadecene (ODE, 90%), docosane (DCE, 99%), ethanol (EtOH, > 99.8%), hexane (Hx, > 95%), oleic acid (OA, 90%), sodium oleate (NaOl, > 97.0%), iron(III) chloride hexahydrate (FeCl3ï¿½6H2O, > 98%), cobalt(II) chloride hexahydrate (CoCl2ï¿½6H2O, > 98%). All starting materials were purchased from Sigma-Aldrich, except sodium oleate, which was acquired from TCI America, and used without further purification. Monodisperse spherical NPs were synthesized through thermal decomposition of mixed metal-oleate complex in high-boiling solvent containing oleic acid as stabilizing surfactant. The mixed metal (Co2+Fe3+)-oleate was prepared mixing 4 mmol of FeCl3ï¿½6H2O, 2 mmol of CoCl2ï¿½6H2O, 16 mmol of sodium oleate (NaOl), 10 mL of H2O, 10 mL of ethanol, and 20 mL of hexane; then the mixture was refluxed for 4 h. After removal of the aqueous phase, the organic one was heated to 90 ï¿½C under vacuum to remove residual hexane and ethanol. Sample has been dispersed in 1-octadecene and heated up to 300 ï¿½C under a constant air bubbling for15 min  to completely oxidize the structure."
795,31.563,24.911,17500.0,"A BiFeO3 ceramic solï¿½gel solution was made by dissolving 1 g of bismuth nitrate with 0.832 g of ferric nitrate in 2.5 ml 2-methoxyethanol, 1.5 ml acetic acid and 12.5 ml of ethanolamine; at the same time a corresponding polymer solution was made by dispersing 0.4 g of polyvinylpyrrolidone (PVP) in 1.45 ml dimethylformamide (DMF) and 1.74 ml ethanol. The CoFe2O4 solï¿½gel solution was made by dissolving 1 g of ferric nitrate and 0.3052 g of cobalt acetate in 2 ml of acetic acid and 1.5 ml of 2-methoxyethanol; the complimentary polymer solution was made by dispersing 0.5 g of PVP in 1.45 ml DMF and 1.74 ml ethanol. All four solutions were allowed to mix for 2 hours before the ceramic solutions were added dropwise to their complimentary polymer solutions. The combined solï¿½gel solutions were allowed to mix for an hour prior to electrospinning"
796,31.563,24.911,17500.0,"A BiFeO3 ceramic solï¿½gel solution was made by dissolving 1 g of bismuth nitrate with 0.832 g of ferric nitrate in 2.5 ml 2-methoxyethanol, 1.5 ml acetic acid and 12.5 ml of ethanolamine; at the same time a corresponding polymer solution was made by dispersing 0.4 g of polyvinylpyrrolidone (PVP) in 1.45 ml dimethylformamide (DMF) and 1.74 ml ethanol. The CoFe2O4 solï¿½gel solution was made by dissolving 1 g of ferric nitrate and 0.3052 g of cobalt acetate in 2 ml of acetic acid and 1.5 ml of 2-methoxyethanol; the complimentary polymer solution was made by dispersing 0.5 g of PVP in 1.45 ml DMF and 1.74 ml ethanol. All four solutions were allowed to mix for 2 hours before the ceramic solutions were added dropwise to their complimentary polymer solutions. The combined solï¿½gel solutions were allowed to mix for an hour prior to electrospinning"
797,14.93,5.088,2465.0,"The particle synthesis was carried out using commercially available reagents without further purification. Iron pentacarbonylï¿½(Fe(CO)5)?, oleylamine (OY, 70%), 1-octadecene (90%), oleic acid (OA, 99%) were purchased from Sigma Aldrich. Core-shell structured Fe/Feï¿½O nanoparticles were obtained by thermally decomposingï¿½Fe(CO)5ï¿½in octadecene in the presence of OA and OY. In a typical synthesis, 0.3 mM of OY and 0.32 mM of OA were dissolved in 20 ml octadecene in a three neck flask and heated at temperatures up toï¿½120?ï¿½Cï¿½in an airtight atmosphere while continuously purging withï¿½Ar+5%H2ï¿½to get rid of any free oxygen dissolved in the solvent and surfactants. Subsequently, the temperature was raised toï¿½200ï¿½315?ï¿½Cï¿½and 1.5 mMï¿½Fe(CO)5ï¿½was injected steadily under vigorous stirring. A white smoke accompanied by the black colored reaction mixture, immediately after injection, indicated the successful decomposition ofï¿½Fe(CO)5ï¿½and the particles formation. The reaction temperature raised to a few degrees because of the exothermic nature of reaction. The heating mantel was then removed and the reaction mixture was allowed to cool down to room temperature. The dark nanoparticles solution was precipitated by the addition of absolute ethanol and separated by a strong laboratory magnet and dispersed in hexane.ï¿½"
798,14.93,5.088,2465.0,"The particle synthesis was carried out using commercially available reagents without further purification. Iron pentacarbonylï¿½(Fe(CO)5)?, oleylamine (OY, 70%), 1-octadecene (90%), oleic acid (OA, 99%) were purchased from Sigma Aldrich. Core-shell structured Fe/Feï¿½O nanoparticles were obtained by thermally decomposingï¿½Fe(CO)5ï¿½in octadecene in the presence of OA and OY. In a typical synthesis, 0.3 mM of OY and 0.32 mM of OA were dissolved in 20 ml octadecene in a three neck flask and heated at temperatures up toï¿½120?ï¿½Cï¿½in an airtight atmosphere while continuously purging withï¿½Ar+5%H2ï¿½to get rid of any free oxygen dissolved in the solvent and surfactants. Subsequently, the temperature was raised toï¿½200ï¿½315?ï¿½Cï¿½and 1.5 mMï¿½Fe(CO)5ï¿½was injected steadily under vigorous stirring. A white smoke accompanied by the black colored reaction mixture, immediately after injection, indicated the successful decomposition ofï¿½Fe(CO)5ï¿½and the particles formation. The reaction temperature raised to a few degrees because of the exothermic nature of reaction. The heating mantel was then removed and the reaction mixture was allowed to cool down to room temperature. The dark nanoparticles solution was precipitated by the addition of absolute ethanol and separated by a strong laboratory magnet and dispersed in hexane.ï¿½"
799,14.93,5.088,2465.0,"The particle synthesis was carried out using commercially available reagents without further purification. Iron pentacarbonylï¿½(Fe(CO)5)?, oleylamine (OY, 70%), 1-octadecene (90%), oleic acid (OA, 99%) were purchased from Sigma Aldrich. Core-shell structured Fe/Feï¿½O nanoparticles were obtained by thermally decomposingï¿½Fe(CO)5ï¿½in octadecene in the presence of OA and OY. In a typical synthesis, 0.3 mM of OY and 0.32 mM of OA were dissolved in 20 ml octadecene in a three neck flask and heated at temperatures up toï¿½120?ï¿½Cï¿½in an airtight atmosphere while continuously purging withï¿½Ar+5%H2ï¿½to get rid of any free oxygen dissolved in the solvent and surfactants. Subsequently, the temperature was raised toï¿½200ï¿½315?ï¿½Cï¿½and 1.5 mMï¿½Fe(CO)5ï¿½was injected steadily under vigorous stirring. A white smoke accompanied by the black colored reaction mixture, immediately after injection, indicated the successful decomposition ofï¿½Fe(CO)5ï¿½and the particles formation. The reaction temperature raised to a few degrees because of the exothermic nature of reaction. The heating mantel was then removed and the reaction mixture was allowed to cool down to room temperature. The dark nanoparticles solution was precipitated by the addition of absolute ethanol and separated by a strong laboratory magnet and dispersed in hexane.ï¿½"
800,14.93,5.088,2465.0,"The particle synthesis was carried out using commercially available reagents without further purification. Iron pentacarbonylï¿½(Fe(CO)5)?, oleylamine (OY, 70%), 1-octadecene (90%), oleic acid (OA, 99%) were purchased from Sigma Aldrich. Core-shell structured Fe/Feï¿½O nanoparticles were obtained by thermally decomposingï¿½Fe(CO)5ï¿½in octadecene in the presence of OA and OY. In a typical synthesis, 0.3 mM of OY and 0.32 mM of OA were dissolved in 20 ml octadecene in a three neck flask and heated at temperatures up toï¿½120?ï¿½Cï¿½in an airtight atmosphere while continuously purging withï¿½Ar+5%H2ï¿½to get rid of any free oxygen dissolved in the solvent and surfactants. Subsequently, the temperature was raised toï¿½200ï¿½315?ï¿½Cï¿½and 1.5 mMï¿½Fe(CO)5ï¿½was injected steadily under vigorous stirring. A white smoke accompanied by the black colored reaction mixture, immediately after injection, indicated the successful decomposition ofï¿½Fe(CO)5ï¿½and the particles formation. The reaction temperature raised to a few degrees because of the exothermic nature of reaction. The heating mantel was then removed and the reaction mixture was allowed to cool down to room temperature. The dark nanoparticles solution was precipitated by the addition of absolute ethanol and separated by a strong laboratory magnet and dispersed in hexane.ï¿½"
801,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
802,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
803,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
804,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
805,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
806,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 700 ï¿½C "
807,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
808,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
809,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
810,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
811,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
812,1.19,0.0056,6.5,"NiO nanoparticles were synthesized by the solï¿½gel method. All of the AR-grade chemicals used were obtained from Merck. A 0.4 M solution of nickel nitrate was prepared in ethanol by continuous stirring and heating at 50 ï¿½C for 2 h. A homogeneous solution of oxalic acid (0.08 M) was also prepared in ethanol and slowly added to the nickel nitrate solution. Heating and stirring were continued for about 15 min. Thereafter, stirring was stopped, but heating was continued until the formation of a gel. The green-colored gel was dried overnight in air. The as-prepared sample was annealed at 800 ï¿½C "
813,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
814,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
815,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
816,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
817,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
818,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
819,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
820,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
821,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
822,64.0,15.0,2.3,"Thermal decomposition of Fe(CO)5 in the presence of organic surfactants is a common synthesis technique used to prepare metallic nanoparticles and their oxides. Thermally unstable Fe(CO)5 starts decomposing around 100 0C to carbon monoxide and Fe(0). In a typical synthesis, surfactants (oleic acid, oleylamine and/or trioctylphosphine) were dissolved in organic solvents (octadecene) at room temperature in a round-bottomed reaction flask and stirred magnetically. Fe(CO)5 was injected at a 220?C. The heating source was then removed and the reaction mixture was allowed to cool down. The particles were washed with ethyl alcohol by using centrifuging and then dispersed in hexane. "
823,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
824,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
825,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
826,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
827,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
828,,50.446,1160.0,"The coreï¿½shell Fe/Fe-oxide NCs were fabricated in a cluster deposition source, consisting of magnetron sputtering combined with gas aggregation. A Fe sputtering target with high purity (99.98%) was mounted in an aggregation chamber, and a high power was applied in the presence of a combination of inert gases (Ar and He) which was delivered to the aggregation chamber. The sputtering process produced a supersaturated metal vapor consisting of energetic metal atoms. By several steps of differential pumping of the Ar/He gas mixture, the metal vapor was cooled and condensed, which led to nucleation of clusters. The system was designed such that the clusters formed a beam with low kinetic energy to prevent the rapid escape of atoms from the chamber. During their transit through the aggregation chamber, the small cluster seeds grew into larger clusters. A differential pressure across the aggregation and deposition chamber helped in the cluster transportation to the deposition chamber."
